name,response
Kurisu,...What are you implying?
Kurisu,Wait... of course.
Kurisu,We can send a D-Mail to Urushibara-san's mother when she was pregnant.
Kurisu,Well...
Kurisu,Who are you calling an experiment-loving girl!?
Kurisu,"N-no, but..."
Kurisu,Here.
Kurisu,I want to give Urushibara-san my number so I can retire.
Kurisu,...*sigh*
Kurisu,Ah...
Kurisu,What the hell are crazy waves?
Kurisu,I'll microwave your brain if you don't shut up.
Kurisu,"That would go to the future, not the past."
Kurisu,There's no point to the experiment if we don't use D-Mail. Don't lose sight of the objective.
Kurisu,M-me? I...
Kurisu,"We could... build a rocket which exceeds the speed of light squared, then that immense speed would reverse the flow of time, or something..."
Kurisu,It was just a joke. Don't take it seriously.
Kurisu,"Fine then. Let's hear from Hououin Kyouma, the insane mad scientist with an IQ over 170 whose brain cells are coveted the world over. What's your genius plan?"
Kurisu,Now we can proceed with the experiment.
Kurisu,"Urushibara-san, you need to think about what to send to your mother in the past."
Kurisu,That's a little too direct. And it's over the character limit.
Kurisu,"Isn't that a little too informal? You're talking to Urushibara-san's mother, you know? Would she understand the 'VEG 4' part?"
Kurisu,What pervy act are you thinking about this time? Can't be too careful around the perv duo.
Kurisu,"Whatever. Seriously, whatever."
Kurisu,"What? You called me all the way to Japan, and now you--"
Kurisu,"...I knew it. You never wanted to see me, did you?"
Kurisu,...sniff.
Kurisu,"Why did you ask me to come here, then? Can you at least tell me tha--"
Kurisu,...
Kurisu,I... I...
Kurisu,"I wasn't crying or anything, okay!?"
Kurisu,Don't be ridiculous! Where's your proof!?
Kurisu,Ugh...
Kurisu,"I wasn't crying, okay!?"
Kurisu,"Anyway, I wasn't crying. Understand? End of discussion. Sniff."
Kurisu,...
Kurisu,Shut up. Don't talk to me.
Kurisu,...Eh?
Kurisu,Why...
Kurisu,Ah... yeah...
Kurisu,...I'm sorry. I was a little upset.
Kurisu,...Okay.
Kurisu,Yeah...
Kurisu,"It's the middle of summer, but instead of going on vacation, I'm stuck in this sauna with a bunch of pervs."
Kurisu,Where did I go wrong?
Kurisu,I'm not crying!
Kurisu,"Besides, you're the one who told us to be here."
Kurisu,"Eh, wha...!?"
Kurisu,How can this girl say something like that while eating a nugget...
Kurisu,Please unget it.
Kurisu,Th-thanks...
Kurisu,Don't put that there. It's filthy.
Kurisu,Like I care. What kind of guy puts his underwear in a girl's face? Have some decency.
Kurisu,Wh-wha...!
Kurisu,I'm not interested at all!
Kurisu,"It's not like we can do anything about that. After all, the result is up to whoever receives the mail."
Kurisu,"Of course, if you can analyze the recipient's psychology, then you might be able to manipulate them into doing what you want."
Kurisu,Though that might be a bit too much for Hououin Underwear here.
Kurisu,"If you want a Round Table Conference that much, at least go buy a round table."
Kurisu,"Mayuri-san, you're really innocent. But you shouldn't take everything Okabe says seriously."
Kurisu,Don't be ridiculous.
Kurisu,"SERN has the best equipment in the world, and even after nine years, they still haven't succeeded."
Kurisu,We can't possibly hope to accomplish something like that.
Kurisu,This isn't a laughing matter...
Kurisu,"Such baseless confidence. Anyway, wasn't it just a coincidence that we discovered D-Mail?"
Kurisu,We still haven't figured out what's functioning as the lifter.
Kurisu,It's futile.
Kurisu,How do you solve a problem that even SERN can't figure out?
Kurisu,"If you can't set the destination, then you don't know where you'll leap to."
Kurisu,Now that you mention it...
Kurisu,Is it? I don't think a phone signal can be received from millions of kilometers away.
Kurisu,You shouldn't speculate like that. You have zero basis.
Kurisu,No wormholes have ever been confirmed to exist.
Kurisu,"If you want to become GelOkarin, I'm not stopping you."
Kurisu,It would be best to leave physical transfer aside for now. Sending data through time is an amazing feat by itself. We should be satisfied with what we've got.
Kurisu,I'm telling you to know your limits.
Kurisu,"If you're going to uncover the secrets of the universe, you need personnel, equipment, and funding to rival SERN's."
Kurisu,"It's one thing to set lofty goals, but this impoverished lab has no resources to speak of."
Kurisu,I've been thinking. Maybe we should bring the PhoneWave to a proper research institution and entrust it to a specialist.
Kurisu,"SERN's keeping their time machine research top secret, so if we make an official announcement, it'll benefit the future of mankind."
Kurisu,Oh come on! I'm being serious here. This isn't the time for your childish--
Kurisu,...You watch too many movies.
Kurisu,"Yeah, but..."
Kurisu,Why you...
Kurisu,This guy's hopeless. Better do something quick.
Kurisu,Ah...
Kurisu,"Shut up! I'm not, okay!?"
Kurisu,Can you stop talking like that? It's pretentious and annoying as hell.
Kurisu,I just hope it doesn't take ten years...
Kurisu,"It was sarcasm, get it? Sarcasm."
Kurisu,Didn't you hear me the first time!?
Kurisu,"I've been working on the translation when I have time, but so far I haven't seen anything new about time travel."
Kurisu,It looks like SERN is still struggling to find a solution.
Kurisu,What? No way.
Kurisu,It's not amazing. It's downright outrageous!
Kurisu,"Super Hacka, what a monster!"
Kurisu,Ugh... d-doing what?
Kurisu,First I've heard of it.
Kurisu,You sure you weren't hallucinating? It's hot these days.
Kurisu,Calm down.
Kurisu,Tell us what happened. You don't have to be precise. Just say whatever comes to mind. We can work it out later.
Kurisu,Hmmm...
Kurisu,The IBN 5100 may have disappeared as a result of changes someone made to the past.
Kurisu,"But from my perspective, all of the D-Mails we sent so far were trivial."
Kurisu,"And during the preliminary D-Mail experiments, I sent dozens to Okabe's phone. But they were all insubstantial, so I don't think they could've changed the past."
Kurisu,There was one more. The first mail Okabe accidentally sent that said I was dead.
Kurisu,But nobody aside from Okabe remembers him sending it.
Kurisu,"Oh, right. That's what you claim, but Hashida, Mayuri-san, and I don't remember either of those."
Kurisu,"So according to your perspective, when did the IBN 5100 disappear? Did it just happen? When's the last time you remember seeing it in the lab?"
Kurisu,Are you certain?
Kurisu,Or it could all just be in your head. No need to panic.
Kurisu,"Nya, nyan...?"
Kurisu,Hallo.
Kurisu,...
Kurisu,Hallo.
Kurisu,"Oh, it's Okabe. I was sure it was a prank call."
Kurisu,"You were talking crazy, so I got scared and hung up."
Kurisu,Hallo.
Kurisu,Well why didn't you say so?
Kurisu,"Hmm... you're going to use the PhoneWave? I don't want to anger the guy downstairs, though."
Kurisu,"You're really irresponsible, you know that?"
Kurisu,...Well? What should I set it to?
Kurisu,"Okay, it's ready."
Kurisu,"Hey, Okabe. How long are you gonna make me wait?"
Kurisu,"Okabe? If you're not gonna send anything, I'm hanging up."
Kurisu,The discharge is starting.
Kurisu,I'm okay.
Kurisu,Khmmkhmmkhmm!
Kurisu,"I can't go. I have to go back to America soon, and I haven't even started packing yet."
Kurisu,...
Kurisu,"Fine, I'll be blunt. There's no way I'm swimming with two perverts like you!"
Kurisu,"If it's just the girl members, I'll happily go."
Kurisu,I don't have a Mongolian Spot!
Kurisu,What's that supposed to mean?
Kurisu,You're the worst. Where do you get off calling her a guy?
Kurisu,Okabe!
Kurisu,"If you want to give me stupid nicknames, that's fine -- I mean, it's not, but..."
Kurisu,What you said just now is below the belt.
Kurisu,"I didn't take you for the the kind of guy who thinks it's funny to hurt people's feelings, but I guess I was wrong. You're a real jerk, Okabe."
Kurisu,Apologize. Apologize to Urushibara-san right now.
Kurisu,You're the one denying reality!
Kurisu,"Cut it out already, Okabe! She's a girl!"
Kurisu,You...
Kurisu,That's what we've been saying!
Kurisu,I want to vivisect your skull and remove your brain for a good washing.
Kurisu,Then I'll submerge it in culture fluid so you can never do anything like that again!
Kurisu,"Anyway, just be thankful I haven't reported you to the police."
Kurisu,"Anyway, what in the hell made you think that Urushibara-san was a boy?"
Kurisu,Want some more?
Kurisu,Sit down before I hit you again.
Kurisu,You're Japanese too.
Kurisu,"And I told you that that name was stupid, remember?"
Kurisu,"It's Engrish, like something from a kid's manga."
Kurisu,"Not to mention it's a grammatical mess, and there's also the fact that it's half German, so no consistency there either. It's stupid."
Kurisu,The same goes for that 'Steins Gate' thing you're always talking about.
Kurisu,"Show a little remorse, huh?"
Kurisu,And what are you going to do?
Kurisu,Don't you dare. Let her be alone with her father.
Kurisu,Get over yourself.
Kurisu,"You just don't have standards, that's all."
Kurisu,Nice?
Kurisu,No! Get it through your thick skull!
Kurisu,Don't even think about running off somewhere.
Kurisu,Anyway...
Kurisu,I hope Amane-san finds her father.
Kurisu,That would be... nice.
Kurisu,"Hey, Okabe..."
Kurisu,I'm sorry about before.
Kurisu,When I hit you with my book. I thought you were just being a pervert.
Kurisu,"But when I thought about it later, I realized that you were being completely serious."
Kurisu,"But I acted on impulse, without even considering what you had to say."
Kurisu,"Just to make sure, you're not a perverted scumbag, are you?"
Kurisu,"I just don't want to you to use science as an excuse to be a pervert. Not while I'm helping, at least."
Kurisu,Okabe...
Kurisu,Pff...
Kurisu,That has to be the cheesiest thing you've ever said.
Kurisu,"Still, it's nice to hear."
Kurisu,The research institute I work at in America is full of talented people from all over the world... but it's not a friendly place.
Kurisu,"Everyone thinks he or she is the best. You think you have an ego? Over there, scientists hurl insults at each other on a daily basis. Sometimes they even sabotage each other's work."
Kurisu,"When my thesis was chosen to represent the lab, many of the older men complained."
Kurisu,"And when I came back here as a kind of reverse exchange student, my classmates were all too afraid to talk to me."
Kurisu,"Compared to that, your lab is childish... but comfortable."
Kurisu,"You're really concerned about Amane-san, aren't you? That part of you, I can respect."
Kurisu,"B-but I'm not praising you, okay?"
Kurisu,I just... you know... thought you should know...
Kurisu,Eh?
Kurisu,Okabe...
Kurisu,"I, um... think of you as a friend too."
Kurisu,"You said I was your friend, remember? You said I was important to you."
Kurisu,"That made me really... happy, I guess."
Kurisu,No!
Kurisu,"What the hell!? Here I am trying to find something decent about you, and you... I don't care anymore, stupid!"
Kurisu,You're really... stupid.
Kurisu,"Huh? Over there, isn't that..."
Kurisu,You've been tricked.
Kurisu,Time machine meet? What's that?
Kurisu,Smell what?
Kurisu,I'll help too.
Kurisu,Hm. Should I use the PhoneWave?
Kurisu,"We took the door off. It should be fine, right?"
Kurisu,...
Kurisu,Tell us what happened.
Kurisu,His brain is probably oxygen-starved from too much running.
Kurisu,You're going to send a D-Mail?
Kurisu,Okabe.
Kurisu,I figured it out.
Kurisu,I think I know how the PhoneWave works.
Kurisu,Keep in mind that this is just a hypothesis based on what we've observed.
Kurisu,It's closely related to what you guys were just talking about -- the LHC.
Kurisu,Yes. Exactly. My hunch was right.
Kurisu,"You've created a monster, Okabe."
Kurisu,"It doesn't belong in some amateur lab. And before you take that as an endorsement of your abilities, I mean it in a bad way."
Kurisu,Did you know that the microwave oven was invented as a byproduct of radar research?
Kurisu,"Microwaves are electromagnetic waves with a frequency of 2.45 gigahertz. The PhoneWave is commercial grade, so its output is around 1500-2000 watts."
Kurisu,Here's the important part.
Kurisu,"Both devices use electromagnetic waves. I'm not a specialist, though, so I can't examine the extent or magnitude of the influence that fusion has..."
Kurisu,"But hypothetically, if the cellphone were to become a stepping stone, scattering the military-grade electromagnetic waves over a vast range of hundreds of kilometers--"
Kurisu,"Then not just Akihabara, but all of Tokyo would turn into the inside of a microwave oven."
Kurisu,"Taking into account slight variance due to body weight, the average time until death for the people inside would be--"
Kurisu,Three minutes.
Kurisu,Let me tell you what happens inside the PhoneWave.
Kurisu,"The air inside the oven is full of invisible hydrogen atoms. First, it bombards the atoms with microwaves to increase their energy potential. This is the normal function of a microwave oven."
Kurisu,But when you add the electromagnetic waves from the phone...
Kurisu,"The harmonics trigger a chain reaction. The particles collide repeatedly at near light-speed, gaining mass and energy each time."
Kurisu,"In other words, it becomes a sort of particle accelerator."
Kurisu,It's a miracle that thing has been so stable. 
Kurisu,But there's still one thing I don't understand.
Kurisu,"Even if it does produce mini black holes, they should evaporate instantly."
Kurisu,But that's not what happens in the PhoneWave. The gelification phenomenon proves that.
Kurisu,"Just like in the LHC, our mini black holes are turning into Kerr black holes."
Kurisu,Where do the injected electrons come from? That's what I don't understand.
Kurisu,The LHC uses something called a lifter to inject electrons into the black hole and control the gravitational field.
Kurisu,Something is filling that role inside the PhoneWave.
Kurisu,"Like I said, I don't know what."
Kurisu,It's the name of an elementary particle.
Kurisu,"Two problems. One, setting the destination. Two, the lifter."
Kurisu,...It's dangerous to accept that without verification.
Kurisu,"I don't think we're going to find it. The PhoneWave's not exactly big, you know, and we've been poking at it for days without turning up a clue."
Kurisu,"Even if we do find it, it'll take forever to learn how to tune the electron feed properly."
Kurisu,SERN's been working on it for nine years and they still haven't solved it.
Kurisu,"Of course... If it works, then maybe..."
Kurisu,Maybe we can do it!
Kurisu,"The data compression part, at least, is easy."
Kurisu,"We can just use the black holes created by the LHC, since black holes compress everything they swallow."
Kurisu,"Compression won't harm data like it would harm a human. As long as we're just sending data, there's nothing to worry about."
Kurisu,"You know that my thesis got published, right?"
Kurisu,Have you read it?
Kurisu,The title of my thesis is...
Kurisu,'Analysis of Memory-Related Nerve Impulses in the Temporal Lobe'
Kurisu,I'm a neuroscientist. Got a problem?
Kurisu,Converting an entire human to data is impossible.
Kurisu,But converting a human's memories may be possible!
Kurisu,"Imagine a chest of drawers. Each drawer is filled with tiny boxes, and inside each box is another bunch of tiny boxes. You keep opening boxes until you find the memory you're looking for."
Kurisu,"Now, before you ask how this relates to time travel, there's one more thing I need to explain."
Kurisu,"Several years ago, my lab -- the Neurophysiology Lab at Victor Condoria University -- developed a technology called Visual Rebuilding, or VR for short."
Kurisu,"Put simply, it enables conversion of video data into nerve impulse signals. "
Kurisu,"Used in reverse, it can also convert nerve impulses into video data, or any other kind of electronic data."
Kurisu,"So, if we combine VR technology with my research... do you see where I'm going?"
Kurisu,"Not just that. Memory transplantation, backups, external storage... all of those things become possible."
Kurisu,We can send our memories back in time.
Kurisu,"In order to differentiate it from physical time travel, let's call it a 'time leap' for now."
Kurisu,"You don't go back, just your memories."
Kurisu,It's so crazy that nobody's thought of it before.
Kurisu,The important thing to remember is that only memories are being transferred.
Kurisu,Personality and consciousness aren't included.
Kurisu,"Time leaping in sci-fi usually sends everything -- consciousness, personality, and memory."
Kurisu,"But in real life, there's probably too much data, and besides, we only analyzed memories."
Kurisu,"Think of consciousness, personality, and memory as separate things."
Kurisu,Memories are like the video data stored on your computer.
Kurisu,And consciousness and personality are like the OS.
Kurisu,It's just an example.
Kurisu,"For starters, it's still not clear where personality and consciousness are located, or how they are constructed."
Kurisu,"So we can't convert them into data. Or at least, I can't."
Kurisu,"Your memories aren't the only thing that define you. Even if you send your memories to the past, it will be the receiving you's consciousness and personality that process them."
Kurisu,Data created with the latest OS might not work on an older OS. It might cause errors.
Kurisu,"For example, if you sent your current memories to yourself in elementary school, the gap between your memories and your body could have serious consequences."
Kurisu,"Just like with D-Mail, we're using cellphones as the transfer medium."
Kurisu,"To be precise, you can only leap into your own body, and only if you had a cellphone at the time of reception."
Kurisu,"If you try sending memories to someone else... umm, how do I put this...  there's a danger that the electrical signals might be rejected."
Kurisu,"Don't 'uhehe' me, you idiot!"
Kurisu,"If it just bounces off, that's fine, but I'm worried incompatible memory data might do serious damage to the recipient's psyche."
Kurisu,"I don't know what might happen. No one's done it before, after all."
Kurisu,"There are two things I do know. One, you definitely cannot go back before you were born; and two, you won't exist in two places at once."
Kurisu,That means you don't have to worry about causing a paradox. You can't kill your parents before you were born.
Kurisu,"First, explain what that is!"
Kurisu,"Well, this is Akihabara. I should be able to find the parts I need."
Kurisu,Thinking about the time leap machine.
Kurisu,"I know we can make it, but I'm wondering what will happen if we actually use it."
Kurisu,You're so pompous.
Kurisu,...
Kurisu,"Hey, Okabe..."
Kurisu,Can I talk to you about something completely unrelated?
Kurisu,You told me before that I could ask you anything. Remember?
Kurisu,I think... my father hates me.
Kurisu,Heh... you really are pompous.
Kurisu,...Yeah.
Kurisu,I don't remember the last time he had a kind word for me.
Kurisu,"Even when we were living together, before I went to America, he acted like I wasn't there. We're supposed to be family, aren't we?"
Kurisu,I was daddy's little girl growing up. You practically had to drag me away from him.
Kurisu,"My father's a physicist. Even as a child, I loved to hear him talk about science. I couldn't understand a word of it, but I always begged him to explain."
Kurisu,"I wanted to understand his work, so I started studying physics. I must have been five."
Kurisu,"Thanks to that, I always got perfect grades in math. I ignored all the other subjects, though, so my grades were a little skewed."
Kurisu,"I even read my father's papers. I was a little girl trying to comprehend theoretical physics, but I gave it everything I had. I needed to understand."
Kurisu,"By sixth grade, I had learned enough that I could discuss my father's theories with him."
Kurisu,"I was so happy that I could talk to my father on his level, you know? We used to argue all night long."
Kurisu,And then I started winning those arguments. All of them.
Kurisu,You really think that's why?
Kurisu,I guess he did have a lot of pride.
Kurisu,"Anyway, one day, he suddenly stopped talking to me altogether."
Kurisu,"Then he started fighting with my mom, and finally he stopped coming home."
Kurisu,"I really loved my dad, so it was a big shock. I felt it was my fault things turned out that way. I couldn't go to school, I was so depressed."
Kurisu,And then Mom recommended I study abroad.
Kurisu,I don't know...
Kurisu,No... he doesn't want to see me.
Kurisu,"That's what we were talking about on the phone. I asked if we could meet, but he told me to stay away from him."
Kurisu,"Even if we did meet, I wouldn't know what to say..."
Kurisu,"I tried to talk to him before I left, you know? I tried so hard, but he just ignored me."
Kurisu,"It hurts. Whenever I think about going to see him, I remember those times. I worry he'll ignore me again, and then I can't do anything."
Kurisu,Sniff...
Kurisu,"J-just a little, okay?"
Kurisu,I don't know...
Kurisu,True...
Kurisu,I think that's a little out of character for me.
Kurisu,I'm not acting like a little girl!
Kurisu,And how long will that take?
Kurisu,Umm... seven years.
Kurisu,I... guess you're right.
Kurisu,...Huh?
Kurisu,Wha-wha-wha-what are you talking about!?
Kurisu,Hold on a second! Don't tell me you plan on coming along!?
Kurisu,...
Kurisu,"Ok, you've had your fun. I'm in no mood for--"
Kurisu,...
Kurisu,Okabe...
Kurisu,Yeah...
Kurisu,...pfft!
Kurisu,You couldn't hold a normal conversation if your life depended on it.
Kurisu,But... thanks anyway. I definitely didn't expect you to offer to come...
Kurisu,N-not that I'm happy about it or anything!
Kurisu,I hate how you act like a nice guy sometimes! It's confusing!
Kurisu,"Um, Okabe? That offer... I can take you up on it, right?"
Kurisu,"Then, once we're done upgrading the PhoneWave..."
Kurisu,I want you to come with me.
Kurisu,Aomori.
Kurisu,That's where he lives now.
Kurisu,"What? You're not going to back out, are you? You already promised. I'm taking you whether you like it or not, okay!?"
Kurisu,Ah...
Kurisu,H-hey! Think you could knock!?
Kurisu,Assassins? Here? Are you stupid?
Kurisu,I was... doing research!
Kurisu,S-stay back!
Kurisu,...
Kurisu,G-got a problem?
Kurisu,"Hey! What's with that 'this is awful, rofl rofl' laughter!?"
Kurisu,Don't call me that!
Kurisu,How rude! I make sure to apply light perfume every day!
Kurisu,My soul? What's that supposed to mean? Explain.
Kurisu,Sh-shut up! Just explain already.
Kurisu,"...Feels bad, man."
Kurisu,Ugh...
Kurisu,That's it! It's all Hashida's fault!
Kurisu,DON'T CALL ME THAT.
Kurisu,You can browse @channel from America. Need I say more?
Kurisu,"Sure, it's not the friendliest place, but I couldn't find anywhere that felt more 'Japanese'."
Kurisu,"Anyway, can I ask a favor?"
Kurisu,Don't tell anyone else about this.
Kurisu,"Not a chance, you idiot!"
Kurisu,"Gh, I hate myself for understanding those words!"
Kurisu,"You don't have to worry about me. Remember that I represented my entire laboratory when we presented our research, even though there were men twice my age on the project."
Kurisu,I'm an expert at dealing with people. I'll have no trouble keeping it a secret.
Kurisu,Gah!
Kurisu,No...!
Kurisu,Reported.
Kurisu,What would you do if I called the cops on you?
Kurisu,"Yeah, yeah, chuunibyou, whatever."
Kurisu,"Wait, so I have to stay too?"
Kurisu,"I guess... but I don't relish the thought of spending the night here. At least, not with a certain somebody around."
Kurisu,This stimulation system of yours... I assume it's been dumping toxic waste in your brain?
Kurisu,This... air freshener?
Kurisu,I'm starting to think even you don't believe the stuff you say.
Kurisu,"And besides, this air freshener is empty."
Kurisu,"Well, whatever. I was planning to stay either way. I'll join you, Mayuri-san."
Kurisu,On one condition. Okabe leaves.
Kurisu,"We girls are staying here overnight, so you filthy boys need to show respect. Your home isn't even far from here, right?"
Kurisu,"Why, that's less than 30 minutes by train. Anyway, I'm not going to need your help tonight, so just go home like a good boy, okay?"
Kurisu,What? Are you planning to molest us!?
Kurisu,"I don't have a Mongolian Spot! And when did you see my butt, anyway!?"
Kurisu,I'm pretty sure that makes you a minor just like us.
Kurisu,"But he took you hostage, didn't he?"
Kurisu,We should kick him out of the room.
Kurisu,NO!
Kurisu,Kyaaa! What are you doing!?
Kurisu,"Get out, you perv!"
Kurisu,You're gonna regret this! I'll never forgive you!
Kurisu,"For the final adjustments, we need to use the PhoneWave."
Kurisu,Take care of it.
Kurisu,Your sacrifice will allow us to complete the time leap machine.
Kurisu,I can't. That girl who works there hates me.
Kurisu,Looks like you really are unkillable.
Kurisu,I don't think so.
Kurisu,How could you miss something so obvious?
Kurisu,"...I'm not blaming you. I'm just disappointed that nobody, including myself, noticed."
Kurisu,The discharge was interrupted.
Kurisu,I put a banana in just to be sure. Nothing happened.
Kurisu,We've found the answer.
Kurisu,The electrons emitted by the 42-inch CRT are holding the PhoneWave's black hole open.
Kurisu,And the discharge phenomenon is the result.
Kurisu,"It's not about having a strong electron stream. If stronger were better, SERN would've solved the lifter problem long ago."
Kurisu,"Somehow, the conditions here were perfect to create a time machine. Frankly, it's a miracle."
Kurisu,"Whatever it is, it worked."
Kurisu,"Now that we've found the cause, there's nothing left to hold us back."
Kurisu,"We can safely conclude that time leaping is possible when, and only when, that television is on."
Kurisu,You're right. Okabe.
Kurisu,Go downstairs and turn that TV back on.
Kurisu,Whatever. Just go already.
Kurisu,"If anyone can do it, it's you. You made an amazing discovery just now, didn't you?"
Kurisu,No.
Kurisu,"Oh, whoops. I was supposed to flatter him so he'd feel like going, right?"
Kurisu,"Yes, you're an amazing mad scientist."
Kurisu,"Anyway, now that we've found the lifter, the time leap machine is 99% complete."
Kurisu,"It's your dream, isn't it? To invent a time machine."
Kurisu,Okabe.
Kurisu,I wasn't asking Hououin Kyouma. I was asking Okabe.
Kurisu,...
Kurisu,"Stop it already, perv."
Kurisu,"You win, Mayuri. Congratulations."
Kurisu,"Actually, I'm just about finished too."
Kurisu,Done.
Kurisu,We may have created a monster here...
Kurisu,You guys have too much free time.
Kurisu,...Time Leap Machine.
Kurisu,"C-come on! Simple is best, right? I mean, that's what Okabe's been calling it for the past two days."
Kurisu,I don't want to hear that from a chuunibyou headcase like you.
Kurisu,I... heard it from a friend. I have no idea where it comes from!
Kurisu,"Like I said, simple is best. Mayuri gets it."
Kurisu,"In short, this device converts memories to data and sends them to the past."
Kurisu,"Let's begin with what we all know. By freak coincidence, the PhoneWave is able to produce ring singularities, much like John Titor's time machine."
Kurisu,"The ring singularity is made naked and stable by a device known as a lifter. In our case, that's the 42-inch CRT downstairs."
Kurisu,"Through the ring singularity, we are able to send up to 36 bytes of data to the past."
Kurisu,"The signal can only be received by phones. While that does limit the range of effect, it also removes an element of uncertainty from the equation."
Kurisu,"Unlike D-Mails, memory data is sent in the form of a phone call, so we will be using a phone number, not an email address, to set the destination."
Kurisu,The PhoneWave now has headgear attached.
Kurisu,"This headgear records the nerve impulses in the temporal lobe of the brain -- specifically, the CA3 region of the hippocampus, where memories are stored."
Kurisu,"Then, using VR technology, we encode the nerve impulses into electrical signal data."
Kurisu,"By the way, we'll set it up so that the data decodes automatically after a certain amount of time."
Kurisu,Anybody well versed in programming can do this. I had Hashida make the code.
Kurisu,"Anyway, next we send the memory data through the net to the LHC in France."
Kurisu,"Next, we hijack the LHC, create a mini black hole, and use that black hole's supergravity to compress the data into 36 bytes."
Kurisu,"By the way, the compression only holds in the immediate vicinity of the black hole. Once the data leaves that area, it will begin to decompress on its own."
Kurisu,"This, too, takes 23 milliseconds."
Kurisu,"While the data is being compressed, we use the PhoneWave to generate a Kerr ring singularity. When the electron discharge phenomenon occurs, we take the 36-byte data, patch it in..."
Kurisu,And send it to the past.
Kurisu,This part is just like a D-Mail.
Kurisu,"The data travels to the specified time, where it arrives at the recipient's phone."
Kurisu,"By now, 23 milliseconds should have passed, so the data will be fully decompressed."
Kurisu,"Next, the decoding program runs, converting the data back into nerve impulse signals."
Kurisu,"These signals are discharged from from the phone's earpiece at approximately 0.02 amperes, a pretty weak charge."
Kurisu,"If the recipient has the phone to his ear, they should go straight into his brain."
Kurisu,"If he doesn't, the transfer fails. Fortunately, we lose nothing but that copy of the memory data."
Kurisu,Because we need the recipient to put the phone to his ear. Otherwise the signals won't reach his temporal lobe.
Kurisu,"In this area you have the frontal lobe and temporal lobe of the brain. As I explained before, the hippocampus, where memories are stored, is inside the temporal lobe."
Kurisu,"The phone sends out electrical impulses that pass through the temporal lobe and into the hippocampus, overwriting the recipient's memories."
Kurisu,"At the same time, the phone sends impulses that stimulate the frontal lobe as well. This is important."
Kurisu,Remember that the frontal lobe is responsible for sending retrieval signals to the temporal lobe. This is how you remember things.
Kurisu,"By stimulating the frontal lobe, we force it to send retrieval signals keyed to the new memory data."
Kurisu,"Thus, the recipient recalls all of those memories as if they were his own."
Kurisu,"Which, of course, they are, or will be in the future."
Kurisu,This happens in less than a second.
Kurisu,Now the recipient has the same memories as the sender. The time leap is complete.
Kurisu,"If the data came from one week in the future, the recipient will 'remember' that week as if he experienced it firsthand."
Kurisu,We need to be aware that consciousness and personality aren't transferred. Both of those depend on the recipient.
Kurisu,B-boobs!?
Kurisu,Ahem.
Kurisu,"Um, since you need a phone to receive the signal, you can only send memories to the times you had one."
Kurisu,We also need to make sure that the sender and recipient are the same person.
Kurisu,"If someone besides your past self -- your parents, or a friend, for instance -- answers the phone, then the nerve impulse signals will be projected into their brain instead."
Kurisu,"If that happens, your memories could overwrite theirs, which could obviously cause serious damage to their psyche."
Kurisu,...
Kurisu,"It's too much for us to handle, that's for sure. The safest thing would be to hand it over to the government for professional research."
Kurisu,"What about you, Okabe? And I mean you, not Hououin Kyouma."
Kurisu,...It's hard to choose.
Kurisu,It's not like SERN's time machine. The possibility of becoming a jellyman is zero.
Kurisu,"This machine sends data, not the real thing."
Kurisu,Don't let your preconceptions influence your decision.
Kurisu,You might say it's like a cut-and-paste of your brain.
Kurisu,"Actually, it's more like a copy-paste. And it's just your memories."
Kurisu,The original doesn't get erased.
Kurisu,...I suppose.
Kurisu,"...Logically, the present should change as soon as you send your memories to the past."
Kurisu,I don't know. No one's ever experienced time travel before.
Kurisu,We don't know what happens when you time leap.
Kurisu,"If it's the many-worlds interpretation like Titor said, then the instant you time leap, it creates two possibilities -- one where you shift to another worldline, and one where you travel back in time on the same worldline."
Kurisu,"Of course, there must also be a worldline where the current you doesn't disappear. That would likely correspond to the present that we are experiencing right now."
Kurisu,I'm talking hypothetically. Titor doesn't matter right now.
Kurisu,"If it's the Copenhagen interpretation, then every possible state propagates through space as a wave function. When a particular state is observed, the remaining states collapse and that state is fixed."
Kurisu,"This Time Leap Machine only sends memories. That, I guarantee."
Kurisu,Wait. You guys are misunderstanding something.
Kurisu,One hour isn't enough time for your personality to change. You should be the same person one hour ago that you are now.
Kurisu,The only difference is that you'll have an extra hour's worth of memories.
Kurisu,"...Well, I can't. Nobody's tried it before."
Kurisu,"We don't know. We can argue the theories all we want, but in the end, we can only guess."
Kurisu,This experiment may end up shattering preconceptions scientists and philosophers have held for centuries.
Kurisu,Oh Mayuri...
Kurisu,Bananas don't have brains like people do.
Kurisu,...
Kurisu,Upset?
Kurisu,"No, I'm not upset."
Kurisu,'Humans are temporal beings.'
Kurisu,That's a Heidegger quote.
Kurisu,I was actually relieved when you made the decision not to use the machine.
Kurisu,"If you hadn't been there, I might not have been able to stop myself."
Kurisu,Thank you.
Kurisu,"Uh, what are you doing?"
Kurisu,"I'm not grateful to you or anything, okay!?"
Kurisu,Anyway.
Kurisu,"That 'thank you' was just a formality. Don't get me wrong, okay?"
Kurisu,And yet you always talk about plunging the world into chaos.
Kurisu,I'm speechless. You're too self-righteous.
Kurisu,Don't argue semantics.
Kurisu,"Oh yeah, I forgot to get a plane ticket."
Kurisu,I got too caught up in improving the PhoneWave.
Kurisu,I guess you're right. I should call Mama and let her know.
